image_path,vegetable_label,freshness_label
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-08 at 2.40.56 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (334).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6057).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r665.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-340_jpg.rf.3182e12ea822075ba28f398c0c28e55b.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_10421_jpg.rf.6ba2f37d60d0372bcf64c3e6c6a38ac3.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-447_jpg.rf.14fda995c43ea8da75c49633de339264.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_30_Screen Shot 2018-06-12 at 11.42.00 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (75).jpg,11,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_sedang (94).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (550).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-285_jpg.rf.62edfe87869b457ecbf9c9672fdfd8d0.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r534.png,23,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (797).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5336).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4157.jpg_0_2033.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r026.png,13,1
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-08 at 2.35.37 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\241_jpg.rf.7e40c4a2ae806f1477fb952bc0d6b066.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220526_091605.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\133_jpg.rf.9120b62d0c2b09935ef76b59a10bfcb7.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\Screen Shot 2018-06-07 at 3.03.21 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (686).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (835).png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (2116).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\Screen Shot 2018-06-08 at 5.20.26 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\citrus-opener-102933716-horiz-0123-c4e0d75aa47348adb48106838e7f90dd_jpg.rf.f8c8fd20b9de4eac81aa12d613c74e39.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\translation_Screen Shot 2018-06-08 at 2.47.09 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-12-at-11-28-12-PM_png.rf.e65f2ad72d99dae55d80ca3c5bcb35e3.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f658.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\6-1_jpg.rf.e93be47ea4a744ca7758b86e516e1367.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (881).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (347).jpg,23,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (443).png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f375.png,12,0
E:\Dataset(蔬果）\Rotten\RottenBittergroud\IMG_20200825_144551.jpg_0_2716.jpg,16,1
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_30_Screen Shot 2018-06-07 at 2.33.47 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshPotato\p_f373.png,10,0
E:\Dataset(蔬果）\Fresh\FreshOrange\53_jpg.rf.72d96673589b5da7d8d322168f15861c.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpg_0_7201.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f396.png,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\orange-fruit-fres-chinese-navel-260nw-1722896656_jpg.rf.ef0c84d40fa645f28cb1549789b3b647.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (2134).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (855).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\000072_jpg.rf.f72fa7b2feda6cfafc812d01e95b9c16.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (378).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen Shot 2018-06-12 at 11.53.33 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (397).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f496.png,1,0
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (160).jpg,11,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (627).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (23).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\orange--235-_jpg.rf.70437198001e7882c068b72668ab581f.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenStrawberry\rottenStrawberry (275).jpg,24,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (950).png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\373_jpg.rf.aa34884f9ba02af8df4350eb281c6ce6.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-08 at 2.48.09 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_s (90).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(247).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4221.jpg_0_3299.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (944).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (2017).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 2.38.13 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1324).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_30_Screen Shot 2018-06-08 at 5.06.28 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4158.jpg_0_6445.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1272).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshPotato\p_f028.png,10,0
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f416.png,8,0
E:\Dataset(蔬果）\Fresh\FreshOrange\main-6-1_jpg.rf.852194c6b13c62efff7a8a975b2e6245.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220530_084035.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\vertical_flip_Screen Shot 2018-06-07 at 2.55.27 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\223_jpg.rf.9b6e44ccc76d452889bf69aed7aa34b3.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (225).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (84).png,7,0
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen Shot 2018-06-13 at 12.13.24 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (194).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (208).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\10198296_represent_jpg.rf.923c9440f336bb3690651376821bf17e.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\c_r416.png,19,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3575).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-07 at 2.44.26 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenTomato\Copy of IMG_20200729_164157.jpg_0_4736.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\0273.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\12_jpg.rf.a724e535990ce1c9c636e3d534d7dd9b.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (555).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\1634553490309583-5707c7cc-e924-48f7-b780-670872f217ce_jpg.rf.5d2fd380bc34b38a5322f4e722f9b444.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\3_jpg.rf.75b7545d9aac54b03a945048b8a458ec.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Image_14_jpeg.rf.1d7f8e7e5b6be28d7ca83f54f58b8542.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r566.png,13,1
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_15_Screen Shot 2018-06-08 at 2.46.08 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenTomato\Copy of IMG_20200801_191346.jpg_0_3117.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (49).jpg,7,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_30_Screen Shot 2018-06-12 at 11.34.07 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_30_Screen Shot 2018-06-07 at 2.58.38 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\26_rotated_png.rf.4b8eb22f8d58277cfb28a1287976d6b7.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1287).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f585.png,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4157.jpg_0_5377.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\10198296_represent_jpg.rf.f1087f5e65a6594379534ed878e3fea6.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\vertical_flip_Screen Shot 2018-06-12 at 9.25.09 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\IMG_3912_png.rf.a0afa073169867cd6cdab729997c84c3.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-111_jpg.rf.96c4f2fc99d3570a3e698dec042050a4.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (454).jpg,10,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4696).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r309.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\87_jpg.rf.6f4c439d3a330ad94d15a1919f8c1e2f.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3108).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_45_Screen Shot 2018-06-08 at 5.16.16 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\grapefruit-orange-lemon-slices_jpeg.rf.55f734ce8189c4d844e6ce24bdae945a.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (439).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4114.jpg_0_9156.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\hc38_jpeg.rf.09924d1d5061eb680edaeda5255cca8c.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\124_jpg.rf.c1c391e25a0c384227058765374ad3f3.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1189).png,9,0
E:\Dataset(蔬果）\Fresh\FreshPotato\p_f090.png,10,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\IMG_20231116_111341_1_jpg.rf.b603d53013373dfc7c0f253d7dc65f68.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_15_Screen Shot 2018-06-12 at 9.52.21 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen-Shot-2018-06-12-at-11-28-08-PM_png.rf.99237aed60b4cfd1b080ac7e6e607fe9.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r236.png,14,1
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r126.png,25,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\rottenCarrot (451).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1083).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\saltandpepper_Screen Shot 2018-06-12 at 9.43.59 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 2.54.58 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r524.png,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2980).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (226).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\10198296_represent_jpg.rf.69855cfa5abec0613adcc7bcb0f2713c.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f540.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4202).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (205).jpg,14,1
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-08 at 2.38.33 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_10992_jpg.rf.2212c92ed7cb3299737004196a9b6666.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f361.png,1,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\(43).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_75_Screen Shot 2018-06-08 at 5.16.37 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (131).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\0327.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r829.png,25,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_60_Screen Shot 2018-06-12 at 9.10.41 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1463).png,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.34.13 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220521_181313.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(201).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (679).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (210).png,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Hercules_jpg.rf.985ffee806251486f63719742b9c85a4.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Carrot test_29_r15.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\orange--52-_jpg.rf.387a8967e861bd9bac9fe1067bd698e0.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f242.png,12,0
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (7).jpg,2,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_75_Screen Shot 2018-06-07 at 3.00.40 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1436).png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1451).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (310).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\(338).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220606_093942.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6518).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_45_Screen Shot 2018-06-08 at 5.10.11 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenBittergroud\IMG_20200824_182216.jpg_0_953.jpg,16,1
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (221).jpg,19,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rottenOrange (471).jpg,22,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185303_jpg.rf.788d308a3112c892d572bc161c0304a5.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshApple\translation_Screen Shot 2018-06-08 at 5.14.01 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen-Shot-2018-06-12-at-11-51-13-PM_png.rf.046087995a5fc1c6062fccfb12d9708e.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (112).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_191549_jpg.rf.93d5428617793c2310f4a42beeb25afa.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\img_301_jpeg.rf.8f018d149f8a1589239350b08fe5a50d.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (460).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-13-at-12-00-35-AM_png.rf.9ea54335b3d25bcb7931eec490f20f1d.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(272).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\purple Disease_44.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 9.13.28 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (287).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.37 PM(1).jpg_0_8864.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (138).png,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\Screen Shot 2018-06-12 at 9.47.55 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1006).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (426).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\r_308_100_jpg.rf.42de05ce81d4c3e397a0a74b0457a3ab.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(542).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (350).png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (89).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\IMG_20200901_181743.jpg_0_249.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_60_Screen Shot 2018-06-12 at 11.55.58 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (210).jpg,10,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\0021.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (492).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_13.jpg_0_3741.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\matang-71-_jpeg.rf.de354aa77712601ef14cd2b39bd943b9.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBittergroud\IMG_20200830_103413.jpg_0_556.jpg,16,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1635).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r379.png,13,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rottenOrange (392).jpg,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (640).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-07 at 2.54.41 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (375).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4295).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (152).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (221).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\translation_Screen-Shot-2018-06-12-at-11-23-54-PM_png.rf.74d82c39248b86e0827a324fb461effd.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_75_Screen-Shot-2018-06-13-at-12-20-15-AM_png.rf.1c537508d15f457d9a30b42fdf6f68c1.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 3.06.51 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\331_jpg.rf.fa9c82fc0d592b545c292f166de450fc.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (357).png,9,0
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f201.png,8,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220519_095252.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_26.jpg_0_6732.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\110_jpg.rf.58dae16b0664fe017a09c5a0feff8aa3.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\vertical_flip_Screen Shot 2018-06-12 at 9.07.35 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (15).jpg,11,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.37 PM.jpeg_0_2058.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshBanana\translation_Screen Shot 2018-06-12 at 9.50.16 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3227).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carroty12_jpg.rf.a25822ab87d693a4542a624aa3d07f05.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\saltandpepper_Screen Shot 2018-06-12 at 11.42.10 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (139).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3543).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_191628_jpg.rf.cb04e75b9d53db2cb72d30687e26d2bf.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\02931838_1_960_jpg.rf.a7ba70636a8fb8c7ecb7ccc0e32bcf0a.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.07.04 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen Shot 2018-06-13 at 12.08.29 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (217).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (490).jpg,20,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (664).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.20.52 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\62_jpg.rf.d5f3fbffb82c36f204a6a148c6779588.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1173).png,9,0
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (445).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1469).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBellpepper\rottenPepper (221).jpg,15,1
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (139).jpg,23,1
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_60_Screen Shot 2018-06-07 at 2.41.07 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1574).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (387).jpg,23,1
E:\Dataset(蔬果）\Rotten\RottenStrawberry\rottenStrawberry (393).jpg,24,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3144).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1261).png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\743_jpg.rf.91f56e4968e5e0482d19b6ca4be2915f.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1237).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4113.jpg_0_7517.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.59.35 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1471).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (849).png,0,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (97).jpg,14,1
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 2.16.41 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\000100_jpg.rf.4d4f17036e5033374657a605cdae76b5.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.21.05 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1094).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185333_1_jpg.rf.0d649216ce422399209538b02e83f2da.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220604_093100.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\images497_jpg.rf.6eff8745f05564d2c642a55256508ddd.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen Shot 2018-06-12 at 11.59.28 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshBittergroud\IMG_20200823_131901.jpg_0_6207.jpg,3,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\KakaoTalk_20230809_191145396_09_jpg.rf.ee19b50d9dbadcc24226e10c4d72ecca.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (231).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1482).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r465.png,25,1
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.43.17 PM.jpg_0_54.jpg,17,1
E:\Dataset(蔬果）\Rotten\RottenApple\a_r850.png,13,1
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (194).jpg,13,1
